2,(1)
153,59(2),(1)
154,32(2),(1)
155,12(1),(2)
156,26(1),(2)
157,22(1),(2)
158,52(2),(1)
159,32(1),(2)
160,4(1),(2)
161,9(1),5(1),(1)
162,19(1),(2)
163,59(2),(1)
164,15(1),(2)
165,22(1),(2)
166,54(2),(1)
167,71(2),(1)
168,28(1),(2)
169,24(1),(2)
170,32(2),(1)
171,20(1),(2)
172,19(1),(2)
173,7(2),(1)
174,52(2),(1)
175,10(1),8(1),(1)
176,12(1),(2)
177,52(1),(2)
178,11(1),(2)
179,59(2),(1)
180,38(1),(2)
181,37(2),(1)
182,25(1),(2)
183,2(1),(2)
184,20(1),(2)
185,64(1),(2)
186,46(2),(1)
187,8(1),(2)
188,11(1),(2)
189,9(1),7(1),(1)
190,94(2),(1)
191,71(2),(1)
192,32(1),(2)
193,12(1),(2)
194,24(2),(1)
195,26(1),(2)
196,79(1),(2)
197,9(1),7(1),(1)
198,29(1),(2)
199,35(2),(1)
200,3(1),(2)
201,88(1),(2)
202,62(2),(1)
203,3(2),(1)
204,50(1),(2)
205,9(2),(1)
206,61(1),(2)
207,11(2),8(1),(1)
208,10(1),(2)
209,40(1),(2)
210,7(1),(2)
211,89(2),(1)
212,14(1),3(1),(1)
213,17(2),4(1),(1)
214,6(2),(1)
215,36(1),(2)
216,4(1),(2)
217,85(2),(1)
218,18(2),(1)
219,25(2),(1)
220,15(1),(2)
221,12(1),2(1),(1)
222,4(2),(1)
223,8(1),5(2),(1)
224,12(1),(2)
225,16(1),(2)
226,38(2),(1)
227,11(2),(1)
228,14(1),(2)
229,72(1),(2)
230,64(2),(1)
231,8(1),7(1),(2)
232,30(1),(2)
233,6(1),2(1),(1)
234,91(1),(2)
235,26(1),(2)
236,9(1),(2)
237,70(1),(2)
238,4(2),(1)
239,5(2),(1)
240,8(1),(2)
241,88(1),(2)
242,2(2),(1)
243,121(2),(1)
244,31(1),(2)
245,97(2),(1)
246,13(1),(2)
247,122(1),(2)
248,50(1),(2)
249,59(2),(1)
250,104(2),(1)
251,9(2),(1)
252,98(1),(2)
253,7(2),(1)
254,16(2),(1)
255,26(1),(2)
256,12(1),(2)
257,22(1),(2)
258,7(1),(2)
259,65(2),(1)
260,35(1),(2)
261,119(2),(1)
262,54(2),(1)
263,69(2),(1)
264,23(1),16(1),(1)
265,61(2),(1)
266,30(2),(1)
267,9(1),2(1),(2)
268,15(1),(2)
269,7(2),(1)
270,88(2),(1)
271,50(1),(2)
272,114(1),(2)
273,46(1),(2)
274,2(2),(1)
275,12(1),(2)
276,10(1),2(1),(2)
277,24(1),(2)
278,118(2),(1)
279,7(2),(1)
280,15(1),(2)
281,10(1),7(1),(2)
282,10(2),(1)
283,23(2),(1)
284,5(1),(2)
285,89(2),(1)
286,70(2),(1)
287,101(2),(1)
288,112(1),(2)
289,73(2),(1)
290,43(1),(2)
291,25(2),(1)
292,13(1),12(1),(1)
293,7(2),(1)
294,16(2),(1)
295,83(2),(1)
296,6(1),(2)
297,3(2),2(1),(1)
298,13(1),3(1),(2)
299,51(2),(1)
300,146(1),(2)
301,30(1),(2)
302,4(2),(1)
303,8(1),2(1),(1)
304,36(1),(2)
305,46(1),(2)
306,118(2),(1)
307,17(2),(1)
308,53(1),(2)
309,3(2),2(1),(1)
310,24(2),(1)
311,13(2),12(1),(1)
312,52(1),(2)
313,93(2),(1)
314,44(2),(1)
315,127(2),(1)
316,87(1),(2)
317,7(2),(1)
318,64(2),(1)
319,10(1),9(1),(2)
320,3(1),(2)
321,83(2),(1)
322,71(1),(2)
323,9(2),(1)
324,38(1),(2)
325,157(2),(1)
326,118(2),(1)
327,7(2),(1)
328,3(1),(2)
329,52(1),(2)
330,11(1),(2)
331,2(1),(2)
332,13(1),6(1),(1)
333,94(1),(2)
334,142(2),(1)
335,8(1),(2)
336,56(1),(2)
337,3(2),(1)
338,48(2),(1)
339,49(2),(1)
340,86(1),(2)
341,25(2),(1)
342,40(2),(1)
343,12(1),10(1),(1)
344,38(1),(2)
345,101(2),(1)
346,14(2),(1)
347,18(1),(2)
348,146(1),(2)
349,54(1),(2)
350,157(1),(2)
351,20(1),(2)
352,7(1),(2)
353,142(1),(2)
354,104(2),(1)
355,41(2),(1)
356,15(1),(2)
357,71(2),(1)
358,77(1),(2)
359,15(2),(1)
360,76(1),(2)
361,157(2),(1)
362,74(2),(1)
363,26(1),(2)
364,1(1),(2)
365,88(1),(2)
366,4(2),(1)
367,107(2),(1)
368,27(1),(2)
369,11(2),(1)
370,11(1),(2)
371,27(2),(1)
372,94(1),(2)
373,25(2),(1)
374,16(2),(1)
375,67(2),(1)
376,9(1),(2)
377,160(1),(2)
378,7(1),(2)
379,44(1),(2)
380,9(1),(2)
381,143(2),(1)
382,137(1),(2)
383,80(1),(2)
384,64(1),(2)
385,22(1),(2)
386,24(2),(1)
387,152(1),(2)
388,87(1),(2)
389,76(1),(2)
390,13(1),(2)
391,22(1),21(2),(1)
392,158(1),(2)
393,185(2),(1)
394,14(1),9(1),(1)
395,23(2),(1)
396,58(1),(2)
397,12(1),5(1),(2)
398,70(2),(1)
399,181(2),(1)
400,3(1),(2)
401,11(2),10(1),(1)
402,176(2),(1)
403,161(2),(1)
404,9(1),2(1),(1)
405,25(1),18(1),(2)
406,6(2),(1)
407,48(1),(2)
408,100(1),(2)
409,99(2),(1)
410,18(2),(1)
411,8(1),2(1),(1)
412,79(1),(2)
413,22(1),(2)
414,37(1),(2)
415,13(1),3(1),(1)
416,20(1),(2)
417,40(1),(2)
418,80(2),(1)
419,26(1),(2)
420,14(1),(2)
421,13(2),(1)
422,178(2),(1)
423,68(1),(2)
424,45(1),(2)
425,61(2),(1)
426,9(1),7(1),(2)
427,167(2),(1)
428,71(1),(2)
429,65(2),(1)
430,72(2),(1)
431,66(1),(2)
432,8(1),(2)
433,120(1),(2)
434,67(1),(2)
435,8(1),2(1),(1)
436,13(1),2(1),(1)
437,14(1),3(2),(1)
438,17(1),(2)
439,16(1),3(2),(1)
440,11(1),(2)
441,7(1),6(1),(2)
442,11(1),3(1),(2)
443,188(1),(2)
444,178(1),(2)
445,141(2),(1)
446,1(1),(2)
447,157(2),(1)
448,24(1),(2)
449,52(1),(2)
450,32(2),(1)
451,17(2),(1)
452,17(1),(2)
453,17(2),4(1),(1)
454,22(2),(1)
455,32(1),(2)
456,28(1),(2)
457,67(2),(1)
458,144(2),(1)
459,13(2),6(1),(1)
460,57(1),(2)
461,13(2),(1)
462,73(1),(2)
463,15(1),13(1),(1)
464,60(1),(2)
465,41(2),(1)
466,167(1),(2)
467,48(1),(2)
468,182(1),(2)
469,166(1),(2)
470,52(2),(1)
471,8(1),(2)
472,18(1),(2)
473,73(2),(1)
474,83(1),(2)
475,17(2),(1)
476,10(1),(2)
477,101(2),(1)
478,10(2),(1)
479,221(2),(1)
480,16(1),(2)
481,22(1),(2)
482,127(1),(2)
483,26(1),(2)
484,39(1),(2)
485,1(2),(1)
486,125(1),(2)
487,29(2),(1)
488,62(1),(2)
489,7(1),5(1),(1)
490,194(2),(1)
491,11(2),(1)
492,26(1),(2)
493,4(1),(2)
494,244(2),(1)
495,7(2),(1)
496,85(1),(2)
497,7(2),6(1),(1)
498,118(2),(1)
499,20(1),(2)
500,39(1),(2)
501,88(1),(2)
502,18(2),(1)
503,35(2),(1)
504,196(1),(2)
505,61(2),(1)
506,14(2),(1)
507,80(1),(2)
508,91(1),(2)
509,151(2),(1)
510,52(2),(1)
511,215(2),(1)
512,24(1),(2)
513,14(1),10(1),(1)
514,44(2),(1)
515,8(1),(2)
516,14(1),(2)
517,46(1),(2)
518,130(2),(1)
519,56(1),(2)
520,25(1),(2)
521,10(1),3(1),(2)
522,238(2),(1)
523,260(1),(2)
524,5(1),4(1),(1)
525,113(2),(1)
526,138(2),(1)
527,26(1),(2)
528,7(1),2(1),(1)
529,54(1),(2)
530,122(2),(1)
531,164(1),(2)
532,37(1),(2)
533,103(2),(1)
534,17(1),3(2),(1)
535,242(1),(2)
536,30(1),(2)
537,184(1),(2)
538,14(2),(1)
539,26(1),(2)
540,11(1),7(1),(2)
541,145(2),(1)
542,100(2),(1)
543,15(1),11(1),(1)
544,15(1),(2)
545,14(1),12(1),(1)
546,91(1),(2)
547,80(1),(2)
548,8(1),3(1),(1)
549,77(2),(1)
550,24(2),(1)
551,17(1),6(1),(2)
552,20(1),4(1),(2)
553,270(1),(2)
554,48(2),(1)
555,26(1),(2)
556,21(1),2(1),(1)
557,175(2),(1)
558,14(2),(1)
559,12(1),2(1),(1)
560,30(1),(2)
561,5(1),2(1),(2)
562,47(1),(2)
563,59(2),(1)
564,86(1),(2)
565,136(1),(2)
566,46(2),(1)
567,212(1),(2)
568,10(1),(2)
569,16(1),(2)
570,178(2),(1)
571,20(1),5(2),(1)
572,16(1),9(1),(1)
573,5(2),(1)
574,202(2),(1)
575,231(2),(1)
576,224(1),(2)
577,37(2),(1)
578,146(2),(1)
579,140(1),(2)
580,75(1),(2)
581,193(2),(1)
582,50(2),(1)
583,80(1),(2)
584,23(1),(2)
585,46(1),(2)
586,14(2),(1)
587,186(1),(2)
588,98(1),(2)
589,166(1),(2)
590,166(2),(1)
591,7(1),4(1),(2)
592,12(1),(2)
593,112(1),(2)
594,23(1),(2)
595,113(2),(1)
596,245(1),(2)
597,12(1),8(1),(1)
598,53(1),(2)
599,117(2),(1)
600,292(1),(2)
601,6(1),(2)
602,60(2),(1)
603,91(2),(1)
604,122(1),(2)
605,121(2),(1)
606,185(1),(2)
607,26(1),(2)
608,72(1),(2)
609,11(2),(1)
610,92(2),(1)
611,60(1),(2)
612,10(1),7(1),(1)
613,19(1),10(1),(2)
614,34(2),(1)
615,242(1),(2)
616,106(1),(2)
617,88(1),(2)
618,247(1),(2)
619,20(1),5(2),(1)
620,125(1),(2)
621,41(2),(1)
622,9(1),6(1),(1)
623,26(1),(2)
624,104(1),(2)
625,73(2),(1)
626,186(2),(1)
627,8(1),3(1),(2)
628,7(1),6(1),(1)
629,70(1),(2)
630,133(1),(2)
631,2(1),(2)
632,29(1),(2)
633,19(1),15(1),(1)
634,14(2),(1)
635,113(2),(1)
636,35(1),26(1),(1)
637,289(2),(1)
638,1(1),(2)
639,205(2),(1)
640,6(1),(2)
641,3(1),2(1),(2)
642,151(1),(2)
643,128(1),(2)
644,99(1),(2)
645,281(2),(1)
646,18(2),(1)
647,216(1),(2)
648,76(1),(2)
649,30(1),(2)
650,314(2),(1)
651,25(2),(1)
652,73(1),(2)
653,9(2),8(1),(1)
654,14(2),(1)
655,44(1),(2)
656,6(1),(2)
657,9(2),8(1),(1)
658,104(2),(1)
659,155(2),(1)
660,22(1),(2)
661,87(2),(1)
662,4(2),(1)
663,13(2),(1)
664,30(1),6(1),(2)
665,241(2),(1)
666,188(2),(1)
667,242(1),(2)
668,117(1),(2)
669,47(2),(1)
670,16(2),(1)
671,23(1),18(1),(2)
672,112(1),(2)
673,70(1),(2)
674,6(2),(1)
675,97(2),(1)
676,55(1),(2)
677,22(1),(2)
678,98(2),(1)
679,116(1),(2)
680,172(1),(2)
681,131(2),(1)
682,50(2),(1)
683,18(1),5(1),(2)
684,154(1),(2)
685,13(2),(1)
686,9(1),7(1),(2)
687,301(2),(1)
688,76(1),(2)
689,328(1),(2)
690,7(1),(2)
691,260(1),(2)
692,10(1),9(1),(1)
693,191(2),(1)
694,36(2),(1)
695,26(1),(2)
696,292(1),(2)
697,198(1),(2)
698,108(2),(1)
699,16(1),11(1),(2)
700,121(1),(2)
701,142(1),(2)
702,13(1),(2)
703,10(1),6(1),(1)
704,14(1),(2)
705,89(2),(1)
706,284(2),(1)
707,135(2),(1)
708,30(1),26(1),(2)
709,117(2),(1)
710,82(2),(1)
711,319(2),(1)
712,30(1),(2)
713,133(2),(1)
714,142(2),(1)
715,15(1),4(1),(2)
716,101(1),(2)
717,53(2),(1)
718,30(2),(1)
719,74(1),(2)
720,152(1),(2)
721,220(1),(2)
722,307(1),(2)
723,20(1),5(2),(1)
724,350(1),(2)
725,26(1),9(1),(2)
726,52(2),(1)
727,11(2),(1)
728,2(1),(2)
729,364(1),(2)
730,176(2),(1)
731,143(2),(1)
732,32(1),23(1),(1)
733,190(1),(2)
734,214(2),(1)
735,19(2),(1)
736,54(1),(2)
737,12(1),8(1),(1)
738,22(2),(1)
739,107(2),(1)
740,15(1),(2)
741,41(2),(1)
742,54(2),(1)
743,20(1),(2)
744,188(1),(2)
745,249(2),(1)
746,50(2),(1)
747,18(1),17(1),(2)
748,7(1),2(1),(1)
749,124(1),(2)
750,134(2),(1)
751,287(2),(1)
752,18(1),(2)
753,14(1),10(1),(1)
754,320(2),(1)
755,66(1),(2)
756,14(1),(2)
757,97(2),(1)
758,88(2),(1)
759,115(2),(1)
760,18(1),(2)
761,10(1),7(2),(1)
762,286(2),(1)
763,368(1),(2)
764,5(1),(2)
765,28(1),(2)
766,160(2),(1)
767,263(2),(1)
768,128(1),(2)
769,144(1),(2)
770,44(2),(1)
771,164(1),(2)
772,230(1),(2)
773,28(1),(2)
774,161(1),(2)
775,8(1),(2)
776,21(1),(2)
777,41(2),(1)
778,152(2),(1)
779,273(2),(1)
780,26(1),(2)
781,177(2),(1)
782,73(1),(2)
783,25(2),2(1),(1)
784,316(1),(2)
785,316(1),(2)
786,370(2),(1)
787,371(2),(1)
788,15(1),(2)
789,269(2),(1)
790,46(2),(1)
791,45(2),(1)
792,116(1),(2)
793,72(1),(2)
794,18(1),3(1),(1)
795,8(1),2(1),(1)
796,225(1),(2)
797,52(1),(2)
798,49(1),(2)
799,11(1),6(1),(2)
800,6(1),(2)
801,70(1),(2)
802,22(1),17(1),(1)
803,105(2),(1)
804,10(1),6(1),(2)
805,376(1),(2)
806,277(1),(2)
807,13(2),(1)
808,123(1),(2)
809,14(1),12(1),(1)
810,203(1),(2)
811,401(2),(1)
812,226(1),(2)
813,173(2),(1)
814,96(2),(1)
815,18(1),(2)
816,200(1),(2)
817,24(1),(2)
818,198(2),(1)
819,248(1),(2)
820,67(1),(2)
821,241(2),(1)
822,16(1),4(1),(1)
823,9(2),4(1),(1)
824,11(1),(2)
825,13(1),3(1),(1)
826,44(2),(1)
827,242(1),(2)
828,74(1),(2)
829,300(1),(2)
830,61(1),(2)
831,103(2),(1)
832,15(1),(2)
833,64(1),(2)
834,80(2),(1)
835,47(2),(1)
836,11(1),10(1),(1)
837,23(2),(1)
838,52(2),(1)
839,135(2),(1)
840,28(1),(2)
841,397(2),(1)
842,26(2),(1)
843,289(2),(1)
844,205(1),(2)
845,277(2),(1)
846,136(2),(1)
847,9(2),4(1),(1)
848,90(1),(2)
849,244(1),(2)
850,122(2),(1)
851,24(1),11(2),(1)
852,18(1),14(1),(2)
853,94(1),(2)
854,13(1),(2)
855,14(1),4(1),(1)
856,142(1),(2)
857,52(1),(2)
858,35(1),(2)
859,410(1),(2)
860,113(1),(2)
861,304(1),(2)
862,132(2),(1)
863,165(2),(1)
864,16(1),(2)
865,156(1),(2)
866,240(2),(1)
867,380(1),(2)
868,134(1),(2)
869,304(1),(2)
870,113(1),(2)
871,242(1),(2)
872,381(1),(2)
873,376(1),(2)
874,15(1),2(1),(1)
875,108(1),(2)
876,34(1),(2)
877,337(2),(1)
878,21(1),18(1),(1)
879,14(1),5(2),(1)
880,22(1),(2)
881,19(2),6(1),(1)
882,343(1),(2)
883,425(2),(1)
884,89(1),(2)
885,88(1),(2)
886,281(1),(2)
887,8(1),(2)
888,356(1),(2)
889,13(2),(1)
890,282(2),(1)
891,17(1),9(1),(1)
892,2(1),(2)
893,30(1),2(1),(1)
894,314(2),(1)
895,194(1),(2)
896,41(1),(2)
897,94(1),(2)
898,104(2),(1)
899,216(1),(2)
900,446(1),(2)
901,81(2),(1)
902,34(2),(1)
903,8(1),7(1),(2)
904,34(1),(2)
905,8(1),6(1),(1)
906,287(1),(2)
907,152(1),(2)
908,23(1),16(1),(1)
909,20(1),3(2),(1)
910,64(2),(1)
911,267(2),(1)
912,56(1),(2)
913,3(2),(1)
914,134(2),(1)
915,218(1),(2)
916,51(1),(2)
917,397(2),(1)
918,21(1),19(2),(1)
919,26(1),(2)
920,114(1),(2)
921,233(2),(1)
922,26(2),(1)
923,63(2),(1)
924,146(1),(2)
925,1(2),(1)
926,325(1),(2)
927,50(1),(2)
928,75(1),(2)
929,88(1),(2)
930,31(1),(2)
931,410(1),(2)
932,183(1),(2)
933,17(1),11(1),(1)
934,96(2),(1)
935,176(1),(2)
936,364(1),(2)
937,150(1),(2)
938,332(2),(1)
939,140(1),(2)
940,55(1),(2)
941,79(2),(1)
942,16(2),(1)
943,83(2),(1)
944,15(1),(2)
945,251(2),(1)
946,146(2),(1)
947,81(2),(1)
948,166(1),(2)
949,463(2),(1)
950,34(2),(1)
951,13(2),2(1),(1)
952,20(1),(2)
953,7(1),2(1),(2)
954,107(1),(2)
955,428(1),(2)
956,274(1),(2)
957,10(1),3(1),(2)
958,5(1),(2)
959,53(2),(1)
960,32(1),(2)
961,15(1),3(1),(1)
962,44(2),(1)
963,31(2),(1)
964,91(1),(2)
965,24(1),14(1),(1)
966,52(2),(1)
967,368(1),(2)
968,78(1),(2)
969,197(2),(1)
970,2(2),(1)
971,11(2),(1)
972,250(1),(2)
973,24(1),(2)
974,58(2),(1)
975,33(1),5(1),(1)
976,124(1),(2)
977,277(2),(1)
978,71(1),(2)
979,28(1),12(1),(1)
980,33(1),(2)
981,13(1),5(1),(1)
982,22(2),(1)
983,255(2),(1)
984,52(1),(2)
985,469(2),(1)
986,8(2),(1)
987,368(1),(2)
988,103(1),(2)
989,13(1),7(1),(1)
990,14(2),(1)
991,338(1),(2)
992,99(1),(2)
993,101(2),(1)
994,14(2),12(1),(1)
995,248(1),(2)
996,17(1),2(1),(1)
997,264(1),(2)
998,40(2),(1)
999,92(1),(2)
1000,15(1),(2)
