2,(1)
116,7(1),(8)
117,17(10),(1)
118,1(1),(5)
119,2(1),(8)
120,5(1),(2)
121,8(1),(5)
122,6(1),(5)
123,4(1),(4)
124,5(1),(10)
125,(2)
126,3(1),(7)
127,22(1),(2)
128,6(1),(8)
129,2(1),(5)
130,3(1),(10)
131,11(10),(1)
132,2(5),(2)
133,1(1),(4)
134,4(2),(1)
135,10(1),(2)
136,1(1),(2)
137,4(1),(6)
138,9(1),(1)
139,22(1),(4)
140,5(1),(4)
141,4(1),(2)
142,8(2),(5)
143,21(1),(5)
144,1(1),(6)
145,5(2),(2)
146,4(2),(4)
147,14(1),(1)
148,10(1),(10)
149,32(1),(4)
150,2(2),(1)
151,4(1),(3)
152,11(1),(7)
153,16(1),(1)
154,12(1),(4)
155,15(1),(4)
156,13(1),(7)
157,13(2),(5)
158,12(1),(3)
159,1(1),(1)
160,12(1),(10)
161,8(1),(4)
162,2(10),(1)
163,1(2),(4)
164,38(1),(8)
165,5(1),(4)
166,12(1),(4)
167,6(1),(4)
168,4(1),(7)
169,43(2),(4)
170,5(1),(3)
171,14(1),(3)
172,1(1),(1)
173,16(1),(8)
174,10(2),(9)
175,13(2),(5)
176,24(1),(6)
177,44(1),(7)
178,9(1),(7)
179,17(2),(1)
180,15(1),(7)
181,24(1),(5)
182,1(1),(7)
183,55(1),(3)
184,12(1),(7)
185,9(1),(3)
186,7(1),(8)
187,43(1),(1)
188,2(1),(6)
189,8(1),(1)
190,5(1),(4)
191,28(1),(8)
192,8(1),(2)
193,16(1),(1)
194,8(1),(1)
195,5(3),(5)
196,38(1),(8)
197,13(1),(5)
198,3(5),(2)
199,24(1),(2)
200,25(1),(4)
201,59(2),(5)
202,6(1),(4)
203,47(2),(5)
204,46(1),(6)
205,13(1),(3)
206,27(1),(5)
207,59(2),(2)
208,12(1),(6)
209,7(2),(5)
210,5(1),(7)
211,4(1),(3)
212,5(1),(4)
213,11(1),(4)
214,12(1),(4)
215,5(1),(4)
216,9(1),(2)
217,1(2),(5)
218,31(1),(4)
219,3(1),2(4),(2)
220,30(1),(6)
221,42(1),(7)
222,10(2),(9)
223,50(1),(10)
224,50(1),(10)
225,16(1),(10)
226,8(1),(5)
227,3(2),(4)
228,9(1),(4)
229,1(2),(4)
230,12(2),(9)
231,35(1),(3)
232,14(1),(8)
233,6(1),(1)
234,27(1),(4)
235,19(2),(1)
236,5(1),(10)
237,37(10),(1)
238,4(2),(1)
239,7(2),(1)
240,10(1),(2)
241,24(1),(3)
242,3(1),(2)
243,91(1),(4)
244,9(3),(1)
245,30(1),(5)
246,8(1),(4)
247,4(1),(7)
248,10(1),(10)
249,8(1),(4)
250,(3)
251,6(4),(1)
252,6(1),(7)
253,32(1),(3)
254,5(1),(2)
255,10(2),(6)
256,12(1),(8)
257,4(1),(8)
258,4(1),(5)
259,18(1),(4)
260,3(1),(10)
261,56(4),(1)
262,3(1),(6)
263,38(4),(1)
264,4(5),(2)
265,30(1),(4)
266,2(1),(4)
267,13(1),(1)
268,9(1),(4)
269,27(2),(5)
270,20(10),(3)
271,6(2),(1)
272,2(1),(2)
273,7(1),(1)
274,8(2),(3)
275,2(1),(10)
276,18(1),(7)
277,28(1),(2)
278,44(1),(4)
279,38(1),(1)
280,45(1),(5)
281,5(2),(2)
282,3(1),(6)
283,6(1),(4)
284,1(1),(3)
285,19(2),(1)
286,35(1),(10)
287,6(1),(7)
288,2(1),(6)
289,11(2),(5)
290,10(2),(5)
291,4(1),3(7),(8)
292,7(3),(1)
293,6(1),(4)
294,7(1),(7)
295,21(2),(1)
296,20(1),(10)
297,116(1),(5)
298,25(1),(2)
299,48(1),(4)
300,25(1),(7)
301,17(2),(2)
302,8(1),(3)
303,11(2),(2)
304,7(1),(6)
305,3(2),(5)
306,32(1),(1)
307,55(2),(2)
308,26(1),(7)
309,14(2),(1)
310,30(1),(4)
311,23(2),(5)
312,13(1),(2)
313,136(1),(7)
314,3(1),(7)
315,10(1),(2)
316,9(1),(6)
317,23(2),(2)
318,2(1),(1)
319,42(1),(4)
320,15(1),(8)
321,26(1),(2)
322,16(1),(4)
323,31(1),(5)
324,15(1),(10)
325,1(1),(3)
326,2(2),(4)
327,19(1),(4)
328,49(1),(7)
329,3(1),(5)
330,5(5),(2)
331,5(2),(2)
332,5(1),(4)
333,47(1),(5)
334,12(1),(4)
335,10(2),(3)
336,8(1),(7)
337,21(2),(5)
338,47(1),(3)
339,17(2),(5)
340,15(5),(2)
341,73(2),(1)
342,9(1),(4)
343,72(1),(2)
344,28(1),(7)
345,35(2),(5)
346,32(2),(4)
347,39(2),(4)
348,41(1),(7)
349,18(1),(4)
350,26(2),(5)
351,37(2),(4)
352,48(1),(6)
353,5(1),(3)
354,3(1),(5)
355,9(2),(5)
356,18(1),(7)
357,5(1),(3)
358,34(2),(1)
359,18(1),(6)
360,5(1),(8)
361,12(1),(1)
362,48(1),(5)
363,4(1),(4)
364,2(1),(7)
365,10(1),(6)
366,105(1),(10)
367,13(1),(5)
368,24(1),(7)
369,5(2),(2)
370,18(1),(3)
371,11(10),(1)
372,14(1),(8)
373,82(1),(3)
374,35(1),(10)
375,14(1),(4)
376,4(1),(6)
377,83(2),(4)
378,9(1),(7)
379,76(1),(5)
380,15(1),(4)
381,23(2),(5)
382,56(2),(1)
383,71(2),(4)
384,16(1),(2)
385,30(1),(4)
386,32(1),(1)
387,13(2),(5)
388,25(1),(10)
389,78(1),(4)
390,9(1),(10)
391,19(1),(5)
392,11(1),(6)
393,46(1),(1)
394,26(1),(5)
395,30(1),(3)
396,6(5),(2)
397,86(1),(8)
398,25(1),(2)
399,8(1),(4)
400,56(1),(10)
