2,(3)
109,1(2),(6)
110,11(1),(7)
111,14(1),(10)
112,10(1),(5)
113,6(1),(13)
114,1(1),(1)
115,2(1),(8)
116,8(1),(10)
117,2(1),(7)
118,3(1),(1)
119,8(1),(9)
120,3(1),(5)
121,4(1),(11)
122,2(2),(6)
123,4(1),(5)
124,1(1),(4)
125,12(1),(7)
126,1(1),(9)
127,9(3),(6)
128,(3)
129,25(5),(1)
130,4(1),(3)
131,4(1),(5)
132,3(1),(7)
133,2(1),(2)
134,9(1),(7)
135,14(1),(2)
136,8(16),(3)
137,18(1),(6)
138,4(3),(10)
139,18(1),(11)
140,11(1),(11)
141,4(1),(14)
142,11(1),(7)
143,1(3),(1)
144,4(1),(5)
145,13(1),(6)
146,5(1),(7)
147,29(1),(7)
148,4(1),(6)
149,17(6),(3)
150,8(3),(3)
151,6(1),(4)
152,3(1),(10)
153,47(1),(7)
154,1(1),(10)
155,13(1),(5)
156,13(1),(2)
157,4(1),(13)
158,2(3),(3)
159,4(1),(2)
160,4(1),(5)
161,18(1),(7)
162,1(1),(1)
163,14(1),(9)
164,11(1),(6)
165,28(1),(13)
166,2(1),(5)
167,3(3),(2)
168,1(1),(16)
169,3(1),(3)
170,6(3),(7)
171,4(1),(2)
172,1(1),(5)
173,4(1),(5)
174,4(1),(3)
175,4(1),(7)
176,4(1),(7)
177,26(1),(1)
178,7(1),(3)
179,14(1),(16)
180,4(5),(3)
181,3(1),(1)
182,31(1),(16)
183,11(1),(3)
184,11(1),(2)
185,12(1),(2)
186,5(1),(1)
187,1(1),(8)
188,12(3),(6)
189,17(2),(6)
190,9(1),(9)
191,5(1),(8)
192,32(1),(7)
193,21(3),(2)
194,1(1),(7)
195,17(3),(1)
196,8(1),(7)
197,7(1),(3)
198,2(3),(6)
199,36(1),(2)
200,5(1),(5)
201,22(1),(7)
202,2(3),(6)
203,9(3),(6)
204,4(1),(3)
205,7(1),(8)
206,2(1),(5)
207,11(6),(2)
208,16(2),(6)
209,23(3),(7)
210,2(12),(3)
211,1(1),(5)
212,8(3),(11)
213,2(1),(10)
214,6(12),(3)
215,9(1),(1)
216,12(1),(3)
217,3(1),(3)
218,2(2),(6)
219,32(1),(16)
220,5(1),(7)
221,35(1),(1)
222,17(1),(3)
223,34(1),(10)
224,20(1),(5)
225,34(1),(7)
226,9(1),(6)
227,11(2),(1)
228,8(1),(3)
229,18(1),(9)
230,4(3),(12)
231,3(1),2(2),(15)
232,16(1),(10)
233,27(3),(5)
234,4(1),(7)
235,9(1),(3)
236,7(1),(5)
237,10(1),(3)
238,16(3),(7)
239,1(1),(3)
240,6(1),(5)
241,7(1),(5)
242,3(1),(9)
243,2(1),(9)
244,4(2),(6)
245,6(1),(3)
246,8(1),(5)
247,20(1),(6)
248,5(1),(5)
249,14(1),(3)
250,24(1),(7)
251,11(16),(1)
252,3(1),(5)
253,2(1),(4)
254,18(3),(6)
255,53(1),(3)
256,(3)
257,36(1),(11)
258,27(1),(8)
259,17(1),(3)
260,8(1),(3)
261,4(1),(11)
262,7(1),(7)
263,6(1),(4)
264,6(1),(7)
265,46(1),(10)
266,4(3),(5)
267,22(1),(16)
268,5(1),(4)
269,38(1),(13)
270,9(1),(8)
271,8(1),(5)
272,16(16),(3)
273,11(1),(3)
274,15(1),(9)
275,12(1),(11)
276,8(3),(10)
277,14(1),(8)
278,36(1),(11)
279,5(3),(5)
280,22(1),(11)
281,36(1),(13)
282,8(1),(14)
283,1(1),(5)
284,22(1),(7)
285,131(3),(6)
286,1(1),(8)
287,8(1),(5)
288,8(1),(5)
289,60(1),(2)
290,3(1),(9)
291,4(1),(7)
292,10(1),(7)
293,11(1),(7)
294,27(1),(7)
295,46(1),(2)
296,8(1),(6)
297,4(1),(5)
298,34(6),(3)
299,7(3),(2)
300,16(3),(3)
301,18(1),(9)
302,12(3),(10)
303,25(3),(6)
304,1(1),(16)
305,6(1),(11)
306,94(1),(7)
307,1(1),(3)
308,2(1),(10)
309,5(16),(1)
310,26(1),(5)
311,1(1),(7)
312,25(1),(16)
313,3(3),(6)
314,7(1),(8)
315,73(3),(5)
316,4(3),(3)
317,14(1),(7)
318,8(3),(7)
319,4(1),(4)
320,8(1),(5)
321,11(3),(1)
322,36(1),(7)
323,7(6),(1)
324,18(1),(3)
325,18(1),(4)
326,7(1),(7)
327,13(1),(3)
328,9(1),(2)
329,15(3),(7)
330,11(1),(8)
331,37(3),(6)
332,4(1),(5)
333,82(1),(16)
334,6(5),(3)
335,8(1),(10)
336,4(1),(5)
337,15(3),(1)
338,6(1),(3)
339,14(1),(10)
340,12(3),(7)
341,17(3),(6)
342,3(1),(1)
343,61(1),(3)
344,2(1),(5)
345,44(1),(4)
346,8(1),(5)
347,23(1),(6)
348,8(1),(3)
349,9(2),(1)
350,8(1),(7)
351,5(3),(1)
352,8(1),(7)
353,4(1),(11)
354,23(1),(9)
355,8(1),(10)
356,13(1),(5)
357,52(1),(4)
358,1(1),(7)
359,15(1),(3)
360,8(5),(3)
361,30(1),(11)
362,6(2),(7)
363,47(1),(3)
364,27(1),(5)
365,2(1),(4)
366,22(1),(3)
367,1(1),(7)
368,48(7),(6)
369,53(3),(3)
370,3(1),(9)
371,23(6),(1)
372,1(1),(14)
373,3(1),(5)
374,2(2),(7)
375,3(1),2(6),(3)
376,5(1),(2)
377,8(1),(16)
378,3(1),(9)
379,74(1),(10)
380,24(1),(10)
381,44(1),(7)
382,10(2),(6)
383,29(1),(3)
384,13(1),(16)
385,41(7),(3)
386,42(5),(3)
387,28(1),(11)
388,2(1),(7)
389,26(1),(8)
390,13(1),(13)
391,25(1),(7)
392,16(1),(7)
393,10(1),(4)
394,14(1),(3)
395,4(1),(4)
396,4(3),(6)
397,2(1),(7)
398,67(1),(16)
399,20(1),(4)
400,10(1),(5)
